ticker,dateTime,open,high,low,close,volume
IBGZ.MI,27/01/2010,129.26,129.41,129.18,129.4,3175
IBGZ.MI,28/01/2010,128.76,128.76,128.76,128.76,67
IBGZ.MI,29/01/2010,129.02,129.02,129.02,129.02,615
IBGZ.MI,01/02/2010,129.4,129.4,129.4,129.4,201
IBGZ.MI,02/02/2010,129.58,129.58,129.58,129.58,70
IBGZ.MI,03/02/2010,129.39,129.39,129.39,129.39,39
IBGZ.MI,16/02/2010,129.6,129.6,129.6,129.6,127
IBGZ.MI,17/02/2010,129.84,129.84,129.84,129.84,175
IBGZ.MI,23/02/2010,130.13,130.13,130.13,130.13,960
IBGZ.MI,25/02/2010,130.71,130.71,130.59,130.59,276
IBGZ.MI,26/02/2010,130.51,130.51,130.51,130.51,69
IBGZ.MI,01/03/2010,130.77,130.81,130.77,130.81,305
IBGZ.MI,03/03/2010,130.81,130.81,130.81,130.81,23
IBGZ.MI,04/03/2010,130.6,130.6,130.6,130.6,39
IBGZ.MI,05/03/2010,130.83,130.83,130.83,130.83,75
IBGZ.MI,08/03/2010,130.77,130.77,130.77,130.77,100
IBGZ.MI,09/03/2010,131.1,131.1,131.1,131.1,39
IBGZ.MI,10/03/2010,131.11,131.11,131.11,131.11,39
IBGZ.MI,11/03/2010,131.1,131.1,131.1,131.1,39
IBGZ.MI,15/03/2010,131.05,131.05,131,131,79
IBGZ.MI,16/03/2010,130.94,130.94,130.94,130.94,31
IBGZ.MI,17/03/2010,131.37,131.37,131.37,131.37,114
IBGZ.MI,22/03/2010,131.47,131.47,131.47,131.47,154
IBGZ.MI,23/03/2010,131.76,131.76,131.76,131.76,23
IBGZ.MI,26/03/2010,131.3,131.39,131.3,131.34,128
IBGZ.MI,30/03/2010,131.53,131.53,131.53,131.53,18
IBGZ.MI,31/03/2010,131.93,131.93,131.93,131.93,38
IBGZ.MI,09/04/2010,131.9,131.9,131.9,131.9,22
IBGZ.MI,15/04/2010,131.9,131.9,131.85,131.85,185
IBGZ.MI,20/04/2010,132.2,132.29,132.2,132.29,82
IBGZ.MI,27/04/2010,131.9,131.9,131.72,131.85,31666
IBGZ.MI,28/04/2010,131.61,131.61,131.61,131.61,709
IBGZ.MI,29/04/2010,131.6,131.71,131.6,131.6,127
IBGZ.MI,30/04/2010,131.6,131.71,131.6,131.6,127
IBGZ.MI,03/05/2010,132.25,132.25,132.25,132.25,218
IBGZ.MI,04/05/2010,132.74,132.74,132.74,132.74,7
IBGZ.MI,10/05/2010,133.5,133.5,133.5,133.5,75
IBGZ.MI,11/05/2010,133.02,133.02,133.02,133.02,8
IBGZ.MI,13/05/2010,131.43,131.43,131.43,131.43,2100
IBGZ.MI,14/05/2010,131.76,131.76,131.76,131.76,8
IBGZ.MI,19/05/2010,132.85,132.85,132.85,132.85,38
IBGZ.MI,21/05/2010,132.85,133.21,132.85,133.21,53
IBGZ.MI,26/05/2010,133.18,133.18,133.18,133.18,50
IBGZ.MI,28/05/2010,132.31,132.51,132.31,132.44,76
IBGZ.MI,01/06/2010,132.75,132.75,132.69,132.69,615
IBGZ.MI,03/06/2010,131,131,131,131,20
IBGZ.MI,08/06/2010,130.7,130.7,130.7,130.7,100
IBGZ.MI,10/06/2010,132.49,132.49,132.49,132.49,2700
IBGZ.MI,16/06/2010,131.53,131.53,131.53,131.53,20
IBGZ.MI,17/06/2010,131.94,131.94,131.94,131.94,200
IBGZ.MI,24/06/2010,131.67,131.67,131.67,131.67,59
IBGZ.MI,25/06/2010,131.66,131.66,131.66,131.66,80
IBGZ.MI,28/06/2010,130.78,130.78,130.78,130.78,2100
IBGZ.MI,01/07/2010,132.04,132.04,132,132,23
IBGZ.MI,06/07/2010,132.52,132.52,132.52,132.52,94
IBGZ.MI,07/07/2010,132.5,132.53,132.5,132.53,2138
IBGZ.MI,09/07/2010,132.71,132.71,132.71,132.71,25
IBGZ.MI,12/07/2010,132.88,132.88,132.88,132.88,2100
IBGZ.MI,16/07/2010,134,134,132.47,132.47,75
IBGZ.MI,29/07/2010,133.01,133.01,133.01,133.01,25
IBGZ.MI,05/08/2010,135,135,135,135,10
IBGZ.MI,06/08/2010,135.26,135.26,135.26,135.26,3
IBGZ.MI,09/08/2010,136.05,136.13,136.05,136.13,380
IBGZ.MI,12/08/2010,135.93,135.93,135.93,135.93,100
IBGZ.MI,17/08/2010,136.25,136.25,136.25,136.25,200
IBGZ.MI,18/08/2010,136.68,137.23,136.68,137.23,340
IBGZ.MI,19/08/2010,136.87,136.87,136.87,136.87,19
IBGZ.MI,31/08/2010,138.25,138.25,138.25,138.25,10
IBGZ.MI,01/09/2010,137.49,137.49,137.49,137.49,10
IBGZ.MI,02/09/2010,137.46,137.46,137.46,137.46,15002
IBGZ.MI,06/09/2010,137.23,137.23,137.23,137.23,10
IBGZ.MI,14/09/2010,136.22,136.22,136.22,136.22,18
IBGZ.MI,05/10/2010,137.61,137.61,137.61,137.61,300
IBGZ.MI,06/10/2010,137.89,137.89,137.89,137.89,110
IBGZ.MI,07/10/2010,137.69,137.69,137.69,137.69,80
IBGZ.MI,08/10/2010,137.71,137.71,137.54,137.54,371
IBGZ.MI,11/10/2010,137.96,137.96,137.8,137.8,169
IBGZ.MI,13/10/2010,137.76,137.76,137.76,137.76,75
