,ret,vola,sharpe,xesc,xspx,phau,csbgu7,csbgu3,ibtm,em13,em35,em57,em710,em1015,em15
0,0.14226700088275818,0.1474070850126283,0.8972906619205373,0.0029751801066479973,0.997024819893352,,,,,,,,,,
1,0.06331173165179285,0.12503535760406229,0.4263732489221977,0.5549106439691824,,0.4450893560308176,,,,,,,,,
2,0.053862173712203705,0.08038465722795662,0.54565355162016,0.20594577958126753,,,0.7940542204187323,,,,,,,,
3,0.0412650402315751,0.08386374342989097,0.3728075918494179,0.2334619283880096,,,,0.7665380716119904,,,,,,,
4,0.051479029792664166,0.09265749376459799,0.44765974242778644,0.47184173483493025,,,,,0.5281582651650697,,,,,,
5,0.0833117071277594,0.20302516059924972,0.3610966587164484,0.996685518451493,,,,,,0.0033144815485069853,,,,,
6,0.026815638802530017,0.02795161199437789,0.6015981763739517,0.06946755639281063,,,,,,,0.9305324436071893,,,,
7,0.03983675419697929,0.03650909583852276,0.8172416629802396,0.0695252619379256,,,,,,,,0.9304747380620744,,,
8,0.05084968288257465,0.04764371312506364,0.8573992286315969,0.08878962295705276,,,,,,,,,0.9112103770429473,,
9,0.060818884547875235,0.06153870097395073,0.8258036608440406,0.10645934757888585,,,,,,,,,,0.8935406524211141,
10,0.07828290651787873,0.07986905951539311,0.8549356525816936,0.1959639462403182,,,,,,,,,,,0.8040360537596818
11,0.1318828364138432,0.13504139907621923,0.902559046689459,,0.908334497702328,0.09166550229767195,,,,,,,,,
12,0.12684401607180407,0.13020648591720632,0.8973747755246312,,0.8516955345876366,,0.14830446541236345,,,,,,,,
13,0.14217160593499345,0.1478779758945616,0.893788308471527,,0.9969803284973577,,,0.003019671502642315,,,,,,,
14,0.1277738531949791,0.1304381438185468,0.9029096071683982,,0.8683392610302249,,,,0.13166073896977515,,,,,,
15,0.14218665113332643,0.14718041075952465,0.8981266627207866,,0.9980578369826065,,,,,0.0019421630173934229,,,,,
16,0.05123745147138697,0.04206113337084811,0.9804170303211082,,0.2564195870045843,,,,,,0.7435804129954157,,,,
17,0.058949350151188754,0.04284424007577864,1.1424954688100897,,0.22614254139808398,,,,,,,0.773857458601916,,,
18,0.07218718228988527,0.05047116847260116,1.232132803179389,,0.25813887938592456,,,,,,,,0.7418611206140755,,
19,0.08511183628133813,0.06261451718704947,1.1995913991791265,,0.32265476136541515,,,,,,,,,0.6773452386345847,
20,0.10530401370699616,0.07947445563151956,1.1991779364789836,,0.4259349303869674,,,,,,,,,,0.5740650696130326
21,0.053691122638522465,0.08703067750404105,0.5020197922335349,,,0.20295908090934167,0.7970409190906583,,,,,,,,
22,0.042958327514870054,0.08494262058476781,0.38800695443554806,,,0.34633394296192427,,0.6536660570380757,,,,,,,
23,0.05716359981517144,0.1135241752719126,0.41544983438290034,,,0.5331218999674558,,,0.46687810003254415,,,,,,
24,0.02031407911940034,0.016586642946599974,0.6218304181627409,,,0.054912522541822585,,,,0.9450874774581776,,,,,
25,0.032994717611526364,0.027428331611829032,0.8383564096041998,,,0.0621310289301825,,,,,0.9378689710698175,,,,
26,0.04536075401010616,0.03792397629159355,0.9324115630233749,,,0.06774287782370289,,,,,,0.9322571221762971,,,
27,0.054135144269453636,0.04855469148747694,0.9089779569670795,,,0.09264664719282219,,,,,,,0.9073533528071778,,
28,0.06095599319838082,0.060995692569279295,0.8354031416317583,,,0.14148259452719888,,,,,,,,0.8585174054728011,
29,0.07233287043778204,0.08495536739500631,0.7337131525541019,,,0.17727475916673688,,,,,,,,,0.8227252408332631
30,0.05728578895249287,0.09408578774016586,0.5025816341473458,,,,0.837075384509401,0.16292461549059897,,,,,,,
31,0.05390995012289123,0.09255422253625513,0.4744240610490885,,,,0.9101707096066908,,0.08982929039330921,,,,,,
32,0.05465983672562377,0.09443566314181084,0.47291283017263935,,,,0.998706462696189,,,0.0012935373038109683,,,,,
33,0.027729780316787404,0.02808098156160309,0.6313803624667614,,,,0.21087981335461642,,,,0.7891201866453836,,,,
34,0.03835378959599471,0.034549733072684274,0.8206659523633714,,,,0.1830837814443296,,,,,0.8169162185556704,,,
35,0.04770668484357794,0.04360615864369856,0.8647100780345132,,,,0.22332716764841787,,,,,,0.7766728323515821,,
36,0.054529109881702384,0.05321901005650326,0.8367143589184635,,,,0.2932753076200294,,,,,,,0.7067246923799706,
37,0.06943699162162308,0.07218510906059453,0.8233968528291581,,,,0.33563411582820263,,,,,,,,0.6643658841717973
38,0.04312591135803455,0.08594276631388084,0.3854415302045531,,,,,0.4667806781598483,0.5332193218401516,,,,,,
39,0.0385592233170597,0.0915317388188044,0.3120144300284226,,,,,0.9949275567353969,,0.005072443264603063,,,,,
40,0.023186512249785615,0.024595492982168492,0.5361353098043498,,,,,0.15043266775294337,,,0.8495673322470566,,,,
41,0.03518884206750139,0.032797199448921226,0.7680180774803901,,,,,0.1399752574916239,,,,0.8600247425083761,,,
42,0.04461245571987944,0.042335591969834226,0.8175734437478086,,,,,0.17040557628073325,,,,,0.8295944237192667,,
43,0.050946118437972567,0.05240796339934578,0.7812957379390114,,,,,0.22808953165429588,,,,,,0.771910468345704,
44,0.06692294820496655,0.07194509678468167,0.7911998280484128,,,,,0.2655259773225832,,,,,,,0.7344740226774168
45,0.017832594582949012,0.014897639597290851,0.5257607778599622,,,,,,0.04306027010762973,0.9569397298923702,,,,,
46,0.028945365525044963,0.026212823939536885,0.7227517938832073,,,,,,0.02452967052805592,,0.9754703294719441,,,,
47,0.042045106804785494,0.03738815452588822,0.8570924992459013,,,,,,0.020398142606492475,,,0.9796018573935075,,,
48,0.05049831386720955,0.04841981960550271,0.8363995198075269,,,,,,0.037205297824055884,,,,0.9627947021759441,,
49,0.05244816421774704,0.060741630117944215,0.6988314955545959,,,,,,0.08311413667958309,,,,,0.9168858633204169,
50,0.07112618709731988,0.08827045204274932,0.6924875276238136,,,,,,0.08603212496402741,,,,,,0.9139678750359725
51,0.027386241997630477,0.02535014247043769,0.6858439560213756,,,,,,,0.00837125499858288,0.9916287450014171,,,,
52,0.04203202670856255,0.03744991430770326,0.855329773130448,,,,,,,0.002264093429157421,,0.9977359065708425,,,
53,0.041456410965935206,0.0376053487847417,0.836487680143485,,,,,,,0.27997066357700157,,,0.7200293364229985,,
54,0.027639092873320177,0.026246367929046777,0.6720584318944582,,,,,,,0.6782345600329706,,,,0.3217654399670295,
55,0.03254198219130029,0.031145136097004512,0.723772152450743,,,,,,,0.7125963289971022,,,,,0.2874036710028978
56,0.03786330334280173,0.03203434304487026,0.8697947482105006,,,,,,,,0.33885129126374947,0.6611487087362505,,,
57,0.040223559802017035,0.034953307607554475,0.864683827389337,,,,,,,,0.5018252753707265,,0.49817472462927354,,
58,0.03560908431443669,0.032672867300870184,0.7838027828599737,,,,,,,,0.7148798346478069,,,0.2851201653521931,
59,0.037977107299773216,0.03406506931308274,0.8212843203882332,,,,,,,,0.7928276339383927,,,,0.2071723660616073
60,0.045484153250594885,0.03952196750023833,0.8978336731434462,,,,,,,,,0.6165513104950687,0.3834486895049313,,
61,0.04468270880828792,0.03973314021369634,0.8728912092463434,,,,,,,,,0.8224153319853524,,0.1775846680146476,
62,0.04689856108456032,0.04224914890606571,0.8733563169899216,,,,,,,,,0.8197781490785337,,,0.1802218509214663
63,0.05212366997289444,0.04978953216215154,0.8460346611755383,,,,,,,,,,0.7896530512683122,0.21034694873168777,
64,0.05503293397971781,0.05263046630665458,0.8556438340737988,,,,,,,,,,0.810968842445402,,0.18903115755459796
65,0.0626793036800202,0.06730544571638183,0.7826900649615385,,,,,,,,,,,0.6555760037758953,0.34442399622410463
