dateTime,iusa,ibtm,smea,em15,phau
2016-01-15,16.9575,182.66,39.725,204.08,96.18
2016-01-18,17.1975,183.66,39.45,203.04,96.73
2016-01-19,17.2275,182.94,39.94,202.58,96.27
2016-01-20,16.76,184.23,38.77,203.75,97.79
2016-01-21,17.2025,185.45,39.515,205.12,97.9
2016-01-22,17.4775,184.62,40.73,204.02,98.5
2016-01-25,17.4275,184.59,40.305,204.66,98.72
2016-01-26,17.42,184.71,40.68,205.23,99.6
2016-01-27,17.3875,183.79,41.025,206.4,99.28
2016-01-28,17.2,183.26,40.475,207.28,98.5
2016-01-29,17.6125,186.69,40.98,209.98,99.75
2016-02-01,17.6825,184.95,41.015,208.69,100.02
2016-02-02,17.4725,185.92,40.01,209.1,99.89
2016-02-03,17.04,183.69,39.315,210.58,100.0
2016-02-04,17.035,181.27,39.465,209.74,99.7
2016-02-05,16.825,182.03,39.365,209.25,100.25
2016-02-08,16.41,183.16,37.81,210.44,103.28
2016-02-09,16.365,181.19,37.365,209.11,101.9
2016-02-10,16.6025,182.74,37.865,209.0,103.15
2016-02-11,15.95,182.85,36.46,210.43,106.8
2016-02-12,16.49,182.74,37.555,209.54,106.3
2016-02-15,16.89,183.41,38.705,210.51,104.47
2016-02-16,16.8425,183.25,38.43,208.71,105.16
2016-02-17,17.23,182.8,39.505,209.49,105.17
2016-02-18,17.2275,184.1,39.5,211.7,106.07
2016-02-19,17.1875,184.35,39.11,211.97,106.88
2016-02-22,17.585,185.63,39.915,213.43,106.04
2016-02-23,17.3925,185.33,39.435,213.61,107.42
2016-02-24,17.13,186.98,38.56,214.71,109.21
2016-02-25,17.4625,186.44,39.195,214.35,108.39
2016-02-26,17.88,187.09,39.85,214.49,107.6
2016-02-29,17.93,188.55,39.915,216.0,109.76
2016-03-01,18.03,187.54,40.855,213.89,109.75
2016-03-02,18.2175,187.12,41.04,211.21,110.29
2016-03-03,18.05,185.48,41.0,212.5,110.99
2016-03-04,18.14,183.69,41.135,210.65,111.6
2016-03-07,18.15,183.87,41.245,211.83,111.3
2016-03-08,17.93,184.24,40.795,212.0,111.01
2016-03-09,18.02,184.0,40.9,211.61,110.16
2016-03-10,17.6225,180.71,40.65,208.61,109.55
2016-03-11,17.98,180.0,41.305,212.91,108.95
2016-03-14,18.0775,181.32,41.625,213.7,108.05
2016-03-15,18.0125,181.3,41.14,211.38,107.0
2016-03-16,18.0975,181.3,41.17,212.52,107.11
2016-03-17,17.8675,179.13,41.245,215.17,108.18
2016-03-18,18.08,179.67,41.33,216.17,107.2
2016-03-21,18.1125,179.8,41.145,215.89,106.96
2016-03-22,18.22,180.67,41.195,216.56,107.79
2016-03-23,18.22,181.34,41.105,216.37,105.74
2016-03-24,18.0925,181.91,40.5,217.17,105.52
2016-03-29,18.085,181.67,40.505,219.18,105.81
2016-03-30,18.14,179.42,41.225,218.93,104.54
2016-03-31,18.0625,179.38,40.765,218.99,104.8
2016-04-01,18.065,180.2,39.775,219.9,103.0
2016-04-04,18.07,180.08,40.305,220.29,103.43
2016-04-05,17.94,180.71,39.68,220.66,104.35
2016-04-06,17.97,180.49,39.69,219.68,103.67
2016-04-07,17.865,181.08,39.69,219.33,105.12
2016-04-08,17.905,180.31,40.13,219.26,104.94
2016-04-11,17.9075,180.22,40.32,217.81,106.26
2016-04-12,17.97,180.18,40.385,215.81,106.36
2016-04-13,18.36,181.7,41.67,217.98,106.59
2016-04-14,18.455,181.84,41.585,217.08,105.26
2016-04-15,18.33,181.65,41.585,217.78,105.23
2016-04-18,18.3825,181.16,41.695,217.03,105.36
2016-04-19,18.385,179.93,42.335,215.5,106.44
2016-04-20,18.515,180.5,42.365,216.22,106.9
2016-04-21,18.5075,180.08,42.66,213.5,106.87
2016-04-22,18.435,180.69,42.28,213.28,106.55
2016-04-25,18.375,180.27,42.15,211.52,106.16
2016-04-26,18.3775,178.91,42.275,210.85,105.98
2016-04-27,18.3625,179.82,42.235,210.42,106.47
2016-04-28,18.46,179.74,42.395,211.5,107.8
2016-04-29,17.8675,178.37,41.82,211.17,109.08
2016-05-02,17.92,177.15,41.635,212.5,108.68
2016-05-03,17.775,178.21,40.88,214.41,107.82
2016-05-04,17.76,178.47,40.625,214.01,107.57
2016-05-05,17.9575,180.0,40.66,213.17,108.08
2016-05-06,17.8375,180.12,40.515,215.25,109.09
2016-05-09,17.94,180.48,40.77,215.3,107.09
2016-05-10,18.1525,180.55,41.16,216.06,106.8
2016-05-11,18.085,180.37,41.01,215.7,107.4
2016-05-12,17.99,178.64,40.7,213.82,107.36
2016-05-13,18.23,180.59,40.95,215.74,108.61
2016-05-16,18.1375,179.65,40.675,215.73,108.62
2016-05-17,18.1275,179.74,40.96,215.62,109.03
2016-05-18,18.125,179.35,41.41,215.55,108.89
2016-05-19,18.06,180.23,40.87,214.15,107.84
2016-05-20,18.2925,179.87,41.275,215.33,107.64
2016-05-23,18.2725,180.78,41.31,214.41,107.51
2016-05-24,18.54,180.77,42.21,215.21,106.75
2016-05-25,18.6775,181.26,42.75,217.23,105.71
2016-05-26,18.615,180.74,42.655,216.2,105.52
2016-05-27,18.7975,181.7,42.88,217.14,105.15
2016-05-30,18.845,181.44,42.98,216.45,104.71
2016-05-31,18.7875,180.46,42.575,217.22,105.25
2016-06-01,18.715,181.19,42.39,217.63,104.53
2016-06-02,18.7425,181.8,42.15,218.0,104.72
2016-06-03,18.4025,180.39,41.99,220.4,105.64
2016-06-06,18.52,179.7,42.055,219.52,105.89
2016-06-07,18.6125,180.3,42.34,221.08,105.5
2016-06-08,18.5025,179.5,42.365,222.03,106.9
2016-06-09,18.59,181.3,41.93,224.15,108.15
2016-06-10,18.575,182.18,41.07,225.25,108.52
2016-06-13,18.4875,182.16,40.31,224.85,109.61
2016-06-14,18.4175,184.2,39.53,224.17,110.51
2016-06-15,18.505,183.6,39.85,224.23,110.22
2016-06-16,18.3475,185.76,39.66,224.49,113.39
2016-06-17,18.2775,183.45,40.02,223.08,110.37
2016-06-20,18.43,180.99,41.61,223.79,109.65
2016-06-21,18.425,182.48,41.96,222.92,108.83
2016-06-22,18.51,181.15,42.16,223.01,108.5
2016-06-23,18.4475,179.74,42.42,222.27,107.42
2016-06-24,18.415,186.2,39.59,225.66,114.99
2016-06-27,18.075,190.05,38.17,230.25,115.9
2016-06-28,18.1575,188.5,39.14,231.15,114.8
2016-06-29,18.48,187.82,40.17,232.21,114.99
2016-06-30,18.615,187.81,40.515,233.54,114.68
2016-07-01,18.79,187.31,41.075,234.21,115.78
2016-07-04,18.8,187.72,40.69,233.7,117.01
2016-07-05,18.74,189.44,40.07,235.5,117.43
2016-07-06,18.7575,189.92,39.46,235.29,119.16
2016-07-07,18.9025,189.53,39.875,234.7,118.25
2016-07-08,19.1425,189.7,40.46,236.62,118.15
2016-07-11,19.2925,189.74,41.135,235.82,118.62
2016-07-12,19.3275,188.0,41.57,233.22,116.63
2016-07-13,19.28,187.9,41.51,234.68,116.47
2016-07-14,19.4075,187.0,41.78,233.1,115.47
2016-07-15,19.45,186.5,41.86,231.55,115.88
2016-07-18,19.4725,187.28,41.88,231.3,115.74
2016-07-19,19.5625,188.45,41.6,232.0,116.68
2016-07-20,19.6675,187.82,42.08,232.19,115.51
2016-07-21,19.66,188.04,42.08,232.37,116.0
2016-07-22,19.66,189.05,42.0,232.37,116.31
2016-07-25,19.635,188.63,42.15,234.3,115.9
2016-07-26,19.5825,188.31,42.07,234.75,115.95
2016-07-27,19.5975,188.99,42.39,236.31,116.47
2016-07-28,19.415,187.68,41.945,236.59,116.19
2016-07-29,19.3675,186.5,42.12,238.06,116.36
2016-08-01,19.3875,186.5,41.97,238.05,116.62
2016-08-02,19.1225,184.99,41.4,235.81,117.31
2016-08-03,19.2375,185.84,41.37,235.46,117.2
2016-08-04,19.365,187.3,41.62,236.41,118.11
2016-08-05,19.615,187.77,41.75,236.63,116.5
2016-08-08,19.6125,186.91,42.115,235.78,116.32
2016-08-09,19.6,186.68,42.42,236.61,116.31
2016-08-10,19.4075,186.25,42.38,238.89,116.25
2016-08-11,19.475,185.91,42.75,238.59,116.51
2016-08-12,19.485,186.48,42.7,238.13,116.63
2016-08-16,19.3175,183.56,42.55,237.31,115.36
2016-08-17,19.2,183.81,42.12,235.51,115.1
2016-08-18,19.225,182.98,42.34,236.92,114.89
2016-08-19,19.2225,182.74,42.07,235.81,114.53
2016-08-22,19.18,183.43,42.14,236.55,114.03
2016-08-23,19.3,183.29,42.525,237.83,114.1
2016-08-24,19.345,184.3,42.485,236.84,113.81
2016-08-25,19.265,183.92,42.31,236.09,113.06
2016-08-26,19.325,184.23,42.265,236.7,113.93
2016-08-29,19.4525,185.3,42.33,235.65,114.13
2016-08-30,19.4625,185.76,42.64,236.73,113.88
2016-08-31,19.395,186.23,42.635,236.1,113.12
2016-09-01,19.2675,185.19,42.44,233.76,112.98
2016-09-02,19.485,184.63,42.77,233.93,113.91
2016-09-05,19.4975,185.34,43.34,233.27,114.76
2016-09-06,19.35,184.59,43.16,235.4,115.07
2016-09-07,19.3625,184.83,43.275,237.75,115.36
2016-09-08,19.3325,183.5,43.24,235.0,114.73
2016-09-09,19.175,183.57,42.665,230.8,114.66
2016-09-12,18.99,183.29,42.29,229.66,113.65
2016-09-13,18.89,183.06,41.845,230.2,113.62
2016-09-14,18.9175,182.34,41.835,229.67,113.32
2016-09-15,18.9425,182.92,41.85,228.69,113.01
2016-09-16,19.025,184.13,41.82,228.97,113.23
2016-09-19,19.1175,183.95,42.21,228.08,113.19
2016-09-20,19.12,184.39,42.16,229.62,113.6
2016-09-21,19.1425,184.46,42.325,231.3,114.73
2016-09-22,19.245,183.96,43.055,235.21,114.92
2016-09-23,19.23,184.16,42.75,235.3,115.06
2016-09-26,18.9675,183.87,42.09,235.73,114.7
2016-09-27,19.1275,185.48,42.115,235.73,114.11
2016-09-28,19.135,185.91,42.36,236.65,113.66
2016-09-29,19.175,185.15,42.46,235.7,113.14
2016-09-30,19.2025,185.2,42.53,236.2,113.24
2016-10-03,19.1575,184.51,42.49,234.43,112.73
2016-10-04,19.2025,184.97,42.845,233.63,110.46
2016-10-05,19.185,183.39,42.68,229.92,109.06
2016-10-06,19.165,183.46,42.495,229.55,108.21
2016-10-07,19.195,183.61,42.1,229.49,108.03
2016-10-10,19.35,183.13,42.445,228.45,108.75
2016-10-11,19.245,184.91,42.195,228.82,109.62
2016-10-12,19.35,185.59,42.06,227.5,109.7
2016-10-13,19.145,185.75,41.665,228.34,109.64
2016-10-14,19.36,186.35,42.19,228.2,109.78
2016-10-17,19.28,186.45,41.9,227.0,110.04
2016-10-18,19.37,186.85,42.49,228.47,110.63
2016-10-19,19.46,187.44,42.66,228.49,111.78
2016-10-20,19.4675,188.15,42.72,229.8,111.63
2016-10-21,19.5675,189.14,42.74,230.09,112.28
2016-10-24,19.68,188.54,42.625,231.14,111.86
2016-10-25,19.62,188.78,42.61,229.05,112.53
2016-10-26,19.555,187.66,42.47,225.82,111.97
2016-10-27,19.475,186.3,42.515,221.7,112.0
2016-10-28,19.4675,186.4,42.36,222.06,111.73
2016-10-31,19.3325,186.49,42.14,222.48,111.88
2016-11-01,19.0275,184.49,42.19,221.6,112.55
2016-11-02,18.8325,184.24,41.23,223.13,113.19
2016-11-03,18.8,184.37,41.15,222.56,112.9
2016-11-04,18.79,184.62,40.845,223.3,112.94
2016-11-07,19.16,185.43,41.54,223.22,111.9
2016-11-08,19.2875,184.57,41.685,222.32,111.4
2016-11-09,19.6375,184.8,42.28,220.92,113.26
2016-11-10,19.82,182.66,42.235,218.5,112.0
2016-11-11,19.83,182.34,42.005,213.22,109.02
2016-11-14,20.1,183.07,42.015,210.56,109.4
2016-11-15,20.1475,182.93,42.25,214.99,109.87
2016-11-16,20.31,183.53,42.09,213.51,110.7
2016-11-17,20.4,183.73,42.115,213.5,110.92
2016-11-18,20.5525,184.13,42.13,213.59,109.85
2016-11-21,20.6025,183.45,42.375,213.68,110.04
2016-11-22,20.6625,183.92,42.44,214.65,109.79
2016-11-23,20.77,183.81,42.445,212.82,108.56
2016-11-24,20.8175,183.86,42.42,213.06,108.04
2016-11-25,20.7925,183.19,42.71,213.31,107.32
2016-11-28,20.75,184.35,42.36,214.0,108.33
2016-11-29,20.7275,183.35,42.515,214.57,107.68
2016-11-30,20.8775,183.0,42.645,214.75,106.97
2016-12-01,20.625,182.21,42.455,211.02,105.99
2016-12-02,20.535,181.85,42.305,213.4,105.9
2016-12-05,20.55,180.31,42.54,211.8,104.55
2016-12-06,20.4975,180.8,42.905,214.0,105.14
2016-12-07,20.52,180.72,43.335,212.85,105.35
2016-12-08,21.1,182.6,43.83,209.3,106.26
2016-12-09,21.3175,183.55,44.31,208.75,106.07
2016-12-12,21.2725,181.94,44.065,206.37,105.42
2016-12-13,21.2675,181.27,44.575,209.94,104.78
2016-12-14,21.24,181.68,44.275,212.25,105.15
2016-12-15,21.7,183.63,44.72,210.83,104.29
2016-12-16,21.535,183.34,44.85,211.99,104.99
2016-12-19,21.53,183.78,44.81,213.3,105.24
2016-12-20,21.7425,184.43,45.045,215.13,104.63
2016-12-21,21.625,183.78,44.86,216.1,104.51
2016-12-22,21.48,183.15,44.82,215.17,104.18
2016-12-23,21.5025,184.0,44.84,216.78,104.35
2016-12-27,21.61,183.18,44.97,217.5,104.61
2016-12-28,21.65,184.6,45.095,216.3,105.5
2016-12-29,21.3475,184.11,44.945,217.6,106.21
2016-12-30,21.14,183.14,45.02,215.35,105.48
2017-01-02,21.5175,185.1,45.395,216.06,106.37
2017-01-03,21.4825,185.66,45.565,211.43,107.23
2017-01-04,21.51,184.55,45.475,210.8,106.9
2017-01-05,21.265,183.7,45.565,209.9,107.51
2017-01-06,21.435,183.92,45.555,209.41,106.9
2017-01-09,21.42,184.2,45.35,210.36,107.73
2017-01-10,21.395,184.28,45.42,211.36,108.1
2017-01-11,21.445,185.95,45.46,211.89,108.94
2017-01-12,21.0875,183.5,45.235,211.27,108.6
2017-01-13,21.3475,182.89,45.65,209.51,108.25
2017-01-16,21.3475,183.77,45.24,209.39,109.26
2017-01-17,21.0925,182.67,45.145,210.25,109.32
2017-01-18,21.145,182.34,45.215,209.45,109.33
2017-01-19,21.235,182.12,45.195,207.87,108.85
2017-01-20,21.2,181.16,45.2,206.31,108.49
2017-01-23,20.96,181.28,44.995,207.22,109.12
2017-01-24,21.035,180.63,45.11,207.1,108.56
2017-01-25,21.2625,180.0,45.69,204.86,107.43
2017-01-26,21.44,180.74,45.83,202.9,107.08
2017-01-27,21.36,180.46,45.565,203.4,107.01
2017-01-30,21.165,181.29,45.2,202.44,107.76
2017-01-31,20.9525,180.05,44.84,204.21,108.3
2017-02-01,21.0775,180.0,45.23,202.37,107.66
2017-02-02,21.03,179.78,45.05,204.37,108.41
2017-02-03,21.1875,180.76,45.355,202.97,108.84
2017-02-06,21.26,181.28,45.095,202.13,110.15
2017-02-07,21.365,182.44,45.225,201.84,111.05
2017-02-08,21.3425,183.12,45.31,202.55,111.59
2017-02-09,21.5625,182.96,45.68,205.87,111.3
2017-02-10,21.66,183.15,45.665,203.88,111.6
2017-02-13,21.87,183.2,46.115,203.89,111.0
2017-02-14,21.93,183.32,45.96,204.0,111.53
2017-02-15,22.06,182.65,46.145,203.07,111.75
2017-02-16,21.88,182.03,46.065,203.15,111.97
2017-02-17,21.95,183.2,46.06,205.3,112.19
2017-02-20,22.1,183.1,46.205,205.0,112.11
2017-02-21,22.335,184.56,46.455,204.15,112.86
2017-02-22,22.325,184.69,46.535,205.15,112.6
2017-02-23,22.225,184.37,46.42,206.18,113.45
2017-02-24,22.2475,185.63,46.08,208.54,114.3
2017-02-27,22.22,184.6,46.05,209.56,114.42
2017-02-28,22.23,184.26,46.12,210.2,113.91
2017-03-01,22.6,183.52,46.845,208.52,113.33
2017-03-02,22.62,184.0,46.78,207.26,113.2
2017-03-03,22.48,183.15,46.775,207.36,111.63
2017-03-06,22.34,182.7,46.565,207.24,111.58
2017-03-07,22.3425,182.82,46.39,205.99,110.78
2017-03-08,22.4025,182.59,46.445,204.96,110.23
2017-03-09,22.3325,181.55,46.59,203.75,109.53
2017-03-10,22.1775,180.55,46.46,201.3,108.2
2017-03-13,22.1725,180.34,46.75,202.27,108.77
2017-03-14,22.155,180.98,46.565,202.15,109.0
2017-03-15,22.29,181.31,46.695,204.05,108.63
2017-03-16,22.065,180.49,47.06,202.04,110.2
2017-03-17,22.045,180.8,47.18,202.6,110.01
2017-03-20,21.9975,180.83,47.06,202.27,110.42
2017-03-21,21.6675,180.24,46.88,202.75,110.7
2017-03-22,21.5925,180.72,46.75,204.88,111.29
2017-03-23,21.7525,181.2,47.09,205.67,110.95
2017-03-24,21.64,180.85,46.99,205.22,111.14
2017-03-27,21.3725,179.84,46.795,205.92,110.73
2017-03-28,21.535,180.29,47.13,206.5,111.31
2017-03-29,21.8175,181.93,47.305,206.63,112.01
2017-03-30,21.9725,182.22,47.52,207.72,112.02
2017-03-31,22.035,183.12,47.635,206.74,112.14
2017-04-03,21.95,184.59,47.39,206.45,113.16
2017-04-04,22.01,184.38,47.52,208.43,113.34
2017-04-05,22.13,184.01,47.495,208.28,112.59
2017-04-06,22.05,184.42,47.59,208.64,113.0
2017-04-07,22.0925,185.31,47.65,209.25,114.62
2017-04-10,22.1325,185.2,47.645,209.29,113.69
2017-04-11,21.92,185.63,47.745,208.76,115.22
2017-04-12,22.015,186.29,47.735,209.29,115.52
2017-04-13,21.9775,186.25,47.58,209.73,116.24
2017-04-18,21.8025,185.8,47.15,210.26,115.74
2017-04-19,21.845,185.43,47.185,210.92,114.96
2017-04-20,21.69,184.25,47.255,209.43,114.44
2017-04-21,21.8975,185.71,47.31,210.3,115.47
2017-04-24,21.73,182.08,48.33,210.55,112.89
2017-04-25,21.75,180.77,48.485,208.93,111.47
2017-04-26,21.8875,181.04,48.675,207.91,111.67
2017-04-27,21.86,181.82,48.64,209.3,111.98
2017-04-28,21.8,181.18,48.595,208.6,111.89
2017-05-02,21.8025,181.05,48.84,208.61,110.69
2017-05-03,21.75,181.17,48.93,209.03,109.94
2017-05-04,21.74,179.83,49.215,208.21,107.99
2017-05-05,21.68,179.22,49.55,208.5,107.51
2017-05-08,21.8275,179.83,49.535,207.74,108.08
2017-05-09,21.965,180.19,49.785,206.72,107.55
2017-05-10,21.9825,180.98,49.93,207.42,108.03
2017-05-11,21.8875,178.74,49.775,206.11,108.35
2017-05-12,21.8075,178.81,49.94,207.38,108.16
2017-05-15,21.8175,177.91,49.895,206.25,107.97
2017-05-16,21.6075,176.75,50.0,205.81,107.5
2017-05-17,21.235,176.7,49.325,208.07,108.39
2017-05-18,21.1975,177.11,49.21,209.51,108.35
2017-05-19,21.23,175.8,49.42,208.79,107.67
2017-05-22,21.225,175.32,49.485,207.75,107.86
2017-05-23,21.29,175.34,49.515,208.21,107.79
2017-05-24,21.3925,175.41,49.56,208.48,107.77
2017-05-25,21.4925,175.33,49.585,209.53,107.69
2017-05-26,21.55,176.16,49.455,210.75,109.03
2017-05-29,21.54,176.31,49.43,210.0,108.98
2017-05-30,21.53,176.42,49.45,210.4,108.59
2017-05-31,21.36,175.74,49.375,210.53,108.42
2017-06-01,21.5,175.86,49.545,209.31,108.41
2017-06-02,21.54,175.81,49.675,210.01,108.99
2017-06-05,21.6075,175.99,49.61,209.34,109.45
2017-06-06,21.5275,176.17,49.31,210.0,110.45
2017-06-07,21.5475,176.01,49.36,210.19,110.41
2017-06-08,21.65,176.38,49.3,210.0,109.24
2017-06-09,21.8075,176.5,49.535,212.5,108.96
2017-06-12,21.635,176.48,49.12,213.1,108.62
2017-06-13,21.69,176.36,49.34,213.76,108.34
2017-06-14,21.575,176.74,49.18,214.53,108.79
2017-06-15,21.655,178.1,49.025,214.06,108.09
2017-06-16,21.565,177.49,49.32,213.12,107.73
2017-06-19,21.8175,177.55,49.76,214.08,107.48
2017-06-20,21.87,177.66,49.41,214.78,107.4
2017-06-21,21.7425,178.01,49.25,215.69,107.45
2017-06-22,21.7575,177.98,49.25,216.8,107.8
2017-06-23,21.67,177.13,49.23,215.82,107.82
2017-06-26,21.68,177.46,49.39,216.0,106.74
2017-06-27,21.4625,175.33,49.035,215.0,106.13
2017-06-28,21.37,173.58,48.955,212.53,105.84
2017-06-29,21.105,172.29,48.51,209.31,104.61
2017-06-30,21.145,172.46,48.105,209.3,104.72
2017-07-03,21.36,172.33,48.715,208.0,103.4
2017-07-04,21.3125,172.66,48.475,207.93,103.58
2017-07-05,21.3525,173.07,48.635,207.98,103.65
2017-07-06,21.1475,171.25,48.355,204.75,103.05
2017-07-07,21.16,171.45,48.305,205.17,102.16
2017-07-10,21.23,171.66,48.525,205.58,102.52
2017-07-11,21.045,171.25,48.18,204.87,102.24
2017-07-12,21.305,172.25,48.93,206.75,102.74
2017-07-13,21.395,172.35,49.05,205.6,102.71
2017-07-14,21.31,171.78,49.055,206.83,103.06
2017-07-17,21.375,171.15,49.095,206.87,103.37
2017-07-18,21.135,170.48,48.57,208.3,103.1
2017-07-19,21.33,171.3,48.86,208.57,103.52
2017-07-20,21.1375,170.97,48.66,208.9,102.88
2017-07-21,21.105,169.82,48.175,210.22,103.21
2017-07-24,21.1,169.9,48.13,210.32,103.67
2017-07-25,21.1875,168.68,48.395,208.02,103.13
2017-07-26,21.225,168.9,48.59,208.24,103.09
2017-07-27,21.1775,168.45,48.49,209.24,103.69
2017-07-28,20.92,167.76,48.025,208.8,103.79
2017-07-31,20.89,167.76,47.975,209.13,103.4
2017-08-01,20.87,167.1,48.33,211.36,103.59
2017-08-02,20.7575,166.9,48.035,211.36,102.96
2017-08-03,20.745,166.54,48.155,211.91,102.56
2017-08-04,20.98,167.98,48.555,212.48,102.69
2017-08-07,20.9325,167.5,48.525,212.12,102.54
2017-08-08,21.0725,168.07,48.62,212.14,102.58
2017-08-09,20.955,169.01,48.24,212.67,104.22
2017-08-10,20.8,168.98,47.82,212.63,105.13
2017-08-11,20.65,169.0,47.31,213.76,104.89
2017-08-14,20.86,168.12,47.8,213.05,104.7
2017-08-16,21.06,169.14,48.215,211.77,104.5
2017-08-17,20.855,169.18,47.97,212.16,105.08
2017-08-18,20.63,169.44,47.615,212.61,105.57
2017-08-21,20.4775,168.36,47.415,212.79,104.88
2017-08-22,20.72,169.0,47.76,212.0,105.11
2017-08-23,20.6675,168.75,47.47,212.31,104.72
2017-08-24,20.59,168.63,47.62,212.2,104.84
2017-08-25,20.5375,168.68,47.475,211.89,104.42
2017-08-28,20.385,166.85,47.31,212.14,104.86
2017-08-29,20.25,166.44,46.87,213.31,105.24
2017-08-30,20.5425,167.88,47.085,212.94,105.55
2017-08-31,20.75,168.56,47.585,213.51,106.5
2017-09-01,20.8425,168.13,47.88,211.81,106.93
2017-09-04,20.68,167.92,47.6,212.08,107.6
2017-09-05,20.6675,168.11,47.415,212.1,107.74
2017-09-06,20.575,168.5,47.5,213.25,107.68
2017-09-07,20.465,167.65,47.62,214.8,107.65
2017-09-08,20.445,167.1,47.65,213.44,107.43
2017-09-11,20.7075,167.18,48.17,213.05,106.91
2017-09-12,20.8,166.92,48.44,211.35,106.5
2017-09-13,20.96,166.72,48.49,211.0,106.66
2017-09-14,20.8925,167.7,48.555,210.61,107.1
2017-09-15,20.765,166.3,48.39,210.38,106.16
2017-09-18,20.875,166.14,48.46,209.91,105.07
2017-09-19,20.82,165.84,48.585,210.46,104.97
2017-09-20,20.79,165.62,48.565,210.6,105.06
2017-09-21,20.8925,166.05,48.69,209.72,104.02
2017-09-22,20.7525,165.59,48.715,210.32,103.92
2017-09-25,20.8725,167.58,48.77,211.11,105.57
2017-09-26,21.0775,168.56,48.775,210.72,106.13
2017-09-27,21.1825,168.39,48.965,209.08,105.12
2017-09-28,21.1475,167.38,49.055,209.11,104.66
2017-09-29,21.1775,167.11,49.375,210.08,104.39
2017-10-02,21.3925,168.11,49.525,209.45,104.22
2017-10-03,21.4025,167.81,49.625,209.35,103.99
2017-10-04,21.46,167.65,49.59,210.11,104.07
2017-10-05,21.6225,168.25,49.67,209.69,104.5
2017-10-06,21.5775,167.95,49.45,209.85,104.3
2017-10-09,21.6075,167.79,49.62,210.23,104.8
2017-10-10,21.4825,167.28,49.65,209.29,105.07
2017-10-11,21.4125,166.6,49.61,210.19,104.36
2017-10-12,21.47,166.77,49.715,210.57,104.82
2017-10-13,21.4975,167.06,49.87,211.76,105.4
2017-10-16,21.5425,167.77,49.875,212.96,106.04
2017-10-17,21.6375,168.29,49.815,213.49,104.86
2017-10-18,21.6425,168.04,49.895,213.17,104.43
2017-10-19,21.48,167.1,49.565,212.65,104.55
2017-10-20,21.73,166.9,49.65,210.67,104.35
2017-10-23,21.82,167.54,49.79,211.28,104.13
2017-10-24,21.755,166.94,49.61,210.5,104.05
2017-10-25,21.53,165.88,49.235,210.55,103.81
2017-10-26,21.805,166.6,49.87,211.99,104.41
2017-10-27,22.1525,169.58,50.04,212.18,105.3
2017-10-30,21.99,169.39,50.1,214.2,105.46
2017-10-31,22.025,169.3,50.39,214.68,104.67
2017-11-01,22.1125,169.69,50.5,215.24,105.46
2017-11-02,22.02,169.1,50.18,215.0,105.05
2017-11-03,22.165,169.97,50.34,215.3,104.82
2017-11-06,22.2525,170.73,50.52,216.01,105.71
2017-11-07,22.32,171.07,50.21,215.96,105.64
2017-11-08,22.26,170.65,50.28,217.2,106.58
2017-11-09,22.0775,169.61,49.82,216.38,105.94
2017-11-10,22.0275,169.17,49.55,214.02,105.06
2017-11-13,22.085,168.55,49.27,213.35,105.24
2017-11-14,21.815,167.18,48.935,214.05,104.4
2017-11-15,21.7325,167.0,48.67,214.58,103.89
2017-11-16,21.8725,165.86,49.055,213.78,104.32
2017-11-17,21.825,165.36,48.925,214.89,104.81
2017-11-20,21.915,165.97,49.17,215.1,104.85
2017-11-21,22.09,166.3,49.38,216.0,104.9
2017-11-22,21.95,165.64,49.26,217.97,105.04
2017-11-23,21.8725,165.26,49.335,217.76,104.59
2017-11-24,21.74,163.7,49.2,216.69,103.5
2017-11-27,21.75,163.76,48.985,217.23,104.38
2017-11-28,21.925,164.84,49.365,217.92,104.63
2017-11-29,22.085,164.4,49.495,216.4,103.91
2017-11-30,22.15,163.49,49.195,217.65,102.93
2017-12-01,21.915,163.9,48.965,217.94,103.68
2017-12-04,22.355,164.36,49.36,218.81,103.13
2017-12-05,22.34,164.7,49.265,219.1,102.54
2017-12-06,22.275,166.02,49.32,220.0,102.82
2017-12-07,22.285,165.96,49.235,219.92,101.97
2017-12-08,22.49,166.01,49.7,219.94,101.88
2017-12-11,22.45,165.38,49.625,220.4,101.33
2017-12-12,22.73,166.08,49.995,219.08,101.25
2017-12-13,22.665,165.77,49.77,218.3,101.56
2017-12-14,22.51,165.95,49.67,218.3,102.2
2017-12-15,22.58,165.79,49.595,219.11,102.22
2017-12-18,22.69,165.32,50.16,219.37,102.66
2017-12-19,22.625,164.46,49.905,216.52,102.34
2017-12-20,22.455,163.18,49.59,216.51,102.24
2017-12-21,22.515,163.12,49.895,215.59,102.28
2017-12-22,22.525,163.7,49.875,215.56,103.31
2017-12-27,22.47,163.54,49.93,216.22,103.78
2017-12-28,22.355,162.85,49.785,214.38,103.89
2017-12-29,22.255,162.16,49.73,213.21,104.14
2018-01-02,22.21,161.08,49.565,211.55,104.5
2018-01-03,22.415,161.73,49.775,213.04,105.01
2018-01-04,22.475,160.72,50.21,213.44,104.79
2018-01-05,22.62,161.26,50.79,213.5,105.17
2018-01-08,22.79,161.91,50.88,213.94,105.5
2018-01-09,23.025,162.01,50.97,212.39,105.49
2018-01-10,22.835,160.85,50.83,212.11,105.56
2018-01-11,22.795,160.0,50.84,211.74,105.22
2018-01-12,22.79,158.65,50.88,213.23,105.06
