dateTime,iusa,ibtm,smea,em15,phau
2018-01-15,22.685,157.24,50.81,213.06,104.91
2018-01-16,22.735,157.75,50.83,213.64,104.63
2018-01-17,22.7,157.61,50.76,213.91,104.67
2018-01-18,22.725,156.78,50.9,213.42,104.28
2018-01-19,22.805,156.87,51.21,213.55,104.63
2018-01-22,22.91,156.41,51.42,213.14,104.38
2018-01-23,23.045,156.33,51.4,214.94,104.45
2018-01-24,22.805,154.66,51.22,214.48,104.72
2018-01-25,22.645,153.31,50.93,213.1,104.41
2018-01-26,22.875,154.1,51.2,214.37,104.47
2018-01-29,23.085,154.49,51.0,213.49,103.95
2018-01-30,22.74,153.73,50.46,212.96,103.65
2018-01-31,22.62,152.8,50.48,214.05,103.45
2018-02-01,22.535,152.58,50.2,213.78,103.16
2018-02-02,22.37,151.97,49.515,213.23,102.41
2018-02-05,22.115,152.09,48.685,212.65,103.14
2018-02-06,21.19,154.18,47.265,213.92,103.13
2018-02-07,22.025,154.03,48.55,214.05,103.04
2018-02-08,21.5,154.21,47.58,213.42,103.5
2018-02-09,21.025,154.62,47.06,213.41,102.93
2018-02-12,21.46,153.96,47.56,213.38,103.37
2018-02-13,21.35,153.07,47.315,211.62,102.99
2018-02-14,21.515,151.9,47.725,210.54,104.14
2018-02-15,21.61,150.81,48.04,211.59,103.81
2018-02-16,21.98,151.52,48.48,212.28,104.47
2018-02-19,21.915,152.0,48.235,213.38,104.16
2018-02-20,22.08,152.44,48.55,211.22,103.42
2018-02-21,22.16,152.88,48.53,211.76,103.51
2018-02-22,22.06,152.7,48.625,211.75,103.43
2018-02-23,22.11,153.6,48.655,211.94,103.58
2018-02-26,22.4,153.72,48.92,214.28,103.76
2018-02-27,22.58,154.0,48.795,213.74,103.17
2018-02-28,22.39,154.64,48.405,214.49,103.56
2018-03-01,22.17,155.1,47.82,215.39,102.79
2018-03-02,21.6,153.61,46.8,216.0,102.77
2018-03-05,21.89,153.23,47.37,214.94,102.62
2018-03-06,21.825,152.34,47.45,214.0,103.27
2018-03-07,21.865,152.42,47.615,215.15,102.42
2018-03-08,22.1,153.5,48.095,215.95,102.71
2018-03-09,22.44,152.91,48.245,214.34,102.86
2018-03-12,22.59,153.3,48.35,215.76,102.58
2018-03-13,22.355,152.81,47.875,216.28,102.54
2018-03-14,22.2,153.72,47.825,216.64,102.6
2018-03-15,22.245,153.97,48.18,217.2,102.49
2018-03-16,22.32,154.51,48.335,218.2,102.46
2018-03-19,21.88,153.77,47.865,218.2,102.48
2018-03-20,22.07,154.05,48.04,218.2,102.45
2018-03-21,22.15,153.9,47.97,218.2,103.44
2018-03-22,21.675,154.29,47.11,220.34,103.15
2018-03-23,21.19,153.87,46.795,220.5,104.6
2018-03-26,20.865,152.6,46.495,220.62,104.38
2018-03-27,21.345,153.36,47.005,221.0,103.73
2018-03-28,21.0,154.83,47.165,221.64,103.15
2018-03-29,21.32,154.85,47.615,221.58,103.09
2018-04-03,21.06,155.48,47.405,221.55,103.94
2018-04-04,21.085,155.05,47.06,222.26,104.03
2018-04-05,21.745,155.42,47.97,221.11,103.77
2018-04-06,21.295,155.53,48.045,221.57,104.0
2018-04-09,21.305,154.4,48.105,221.48,103.69
2018-04-10,21.455,154.24,48.635,221.04,103.86
2018-04-11,21.26,154.26,48.395,221.6,105.42
2018-04-12,21.595,154.53,48.645,220.85,104.04
2018-04-13,21.44,154.39,48.61,221.16,104.63
2018-04-16,21.515,153.53,48.44,220.11,104.4
2018-04-17,21.85,153.97,48.94,220.69,104.32
2018-04-18,21.853,153.41,49.01,221.82,104.57
2018-04-19,21.706,152.87,49.1,219.95,104.31
2018-04-20,21.671999999999997,153.8,49.07,218.99,104.43
2018-04-23,21.855,153.84,49.24,218.71,103.81
2018-04-24,21.758000000000003,153.76,49.29,218.8,104.21
2018-04-25,21.566999999999997,154.06,48.885,218.48,103.84
2018-04-26,21.88,155.17,49.3,219.89,104.23
2018-04-27,21.976,155.72,49.59,220.54,104.62
2018-04-30,22.092,155.65,49.735,219.55,104.28
2018-05-02,22.069000000000003,157.31,49.905,219.46,104.52
2018-05-03,21.706999999999997,157.96,49.56,220.1,105.31
2018-05-04,22.15,158.27,50.0,220.19,105.22
2018-05-07,22.377,158.31,50.4,220.18,105.59
2018-05-08,22.392,159.06,50.3,219.04,105.62
2018-05-09,22.51,158.77,50.66,218.27,106.14
2018-05-10,22.77,158.62,50.74,218.58,106.13
2018-05-11,22.814,157.87,50.78,218.84,105.97
2018-05-14,22.802,157.17,50.86,217.6,105.55
2018-05-15,22.785999999999998,157.79,50.84,217.36,104.47
2018-05-16,22.978,158.55,50.95,215.3,104.71
2018-05-17,23.07,156.29,51.29,214.56,104.64
2018-05-18,23.03,157.02,51.19,213.96,105.15
2018-05-21,23.155,157.49,51.54,213.95,105.0
2018-05-22,23.178,157.03,51.64,213.78,105.01
2018-05-23,23.168000000000003,158.82,51.02,213.93,105.84
2018-05-24,23.104,158.83,50.8,215.6,106.64
2018-05-25,23.302,160.5,50.64,215.83,107.05
2018-05-28,23.38,161.42,50.61,215.96,107.0
2018-05-29,23.355,163.11,50.05,216.8,107.92
2018-05-30,23.283,161.42,50.07,215.93,106.89
2018-05-31,23.248,161.72,49.76,217.63,107.02
2018-06-01,23.368000000000002,160.81,50.39,217.61,106.45
2018-06-04,23.43,160.1,50.48,217.24,105.96
2018-06-05,23.447,160.63,50.34,217.55,106.33
2018-06-06,23.403000000000002,158.54,50.36,214.33,105.74
2018-06-07,23.43,158.09,50.22,213.08,105.14
2018-06-08,23.498,159.24,50.08,213.11,105.67
2018-06-11,23.544,158.32,50.44,213.23,105.55
2018-06-12,23.605999999999998,158.53,50.45,212.62,105.45
2018-06-13,23.675,158.73,50.47,213.95,105.58
2018-06-14,23.76,160.72,51.22,214.78,107.32
2018-06-15,23.744,161.64,50.66,215.81,105.4
2018-06-18,23.743000000000002,161.5,50.22,215.95,105.42
2018-06-19,23.688000000000002,162.43,49.805,216.78,105.4
2018-06-20,23.758000000000003,162.21,50.01,216.57,105.31
2018-06-21,23.629,161.89,49.585,216.02,104.61
2018-06-22,23.601999999999997,161.62,50.16,215.62,104.44
2018-06-25,23.074,161.18,49.065,215.13,103.72
2018-06-26,23.206,161.4,49.12,214.12,103.43
2018-06-27,23.454,162.95,49.535,216.19,103.49
2018-06-28,23.23,162.47,49.165,216.7,103.29
2018-06-29,23.377,162.08,49.665,219.02,102.67
2018-07-02,23.266,162.57,49.1,218.73,102.66
2018-07-03,23.303,162.22,49.435,220.27,103.14
2018-07-04,23.246,162.35,49.49,220.81,103.31
2018-07-05,23.180999999999997,161.74,49.65,220.09,103.02
2018-07-06,23.33,161.04,49.745,219.88,102.15
2018-07-09,23.558000000000003,160.48,50.07,219.51,102.75
2018-07-10,23.686999999999998,160.86,50.36,219.17,102.42
2018-07-11,23.614,160.74,49.635,219.37,101.81
2018-07-12,23.791999999999998,161.61,49.985,218.85,102.2
2018-07-13,23.927,162.41,50.12,220.42,101.9
2018-07-16,23.794,161.14,50.03,220.13,101.32
2018-07-17,23.885,161.62,49.98,220.72,100.57
2018-07-18,24.075,161.98,50.35,220.99,100.79
2018-07-19,24.11,162.74,50.27,220.49,100.38
2018-07-20,23.89,161.29,50.26,220.27,100.43
2018-07-23,23.843000000000004,160.32,50.14,217.92,100.11
2018-07-24,24.031,160.45,50.54,218.03,100.35
2018-07-25,24.103,160.72,50.49,218.83,100.76
2018-07-26,24.29,160.81,50.77,218.27,100.72
2018-07-27,24.211,161.06,51.04,217.93,100.6
2018-07-30,23.884,160.11,50.96,215.76,100.0
2018-07-31,23.98,160.41,51.08,217.7,100.03
2018-08-01,24.084,160.4,50.78,215.71,99.89
2018-08-02,24.131999999999998,161.02,50.33,215.51,100.01
2018-08-03,24.346,162.15,50.74,216.74,100.56
2018-08-06,24.505,162.73,50.59,217.03,100.18
2018-08-07,24.574,162.04,50.84,217.23,100.01
2018-08-08,24.549,161.81,50.83,217.0,99.79
2018-08-09,24.641,162.51,50.92,217.44,100.43
2018-08-10,24.799,165.47,50.43,218.51,101.75
2018-08-13,24.75,165.56,50.22,218.04,100.34
2018-08-14,24.915,165.92,50.3,217.37,100.84
2018-08-16,24.909000000000002,165.96,49.705,217.42,99.02
2018-08-17,24.834,166.2,49.775,217.45,98.94
2018-08-20,24.877,166.02,50.04,218.25,99.35
2018-08-21,24.8,164.83,50.16,218.07,98.7
2018-08-22,24.644000000000002,163.92,50.15,217.26,98.59
2018-08-23,24.616,164.35,49.985,217.31,98.35
2018-08-24,24.634,163.44,50.12,217.23,99.36
2018-08-27,24.721,162.43,50.36,216.14,99.03
2018-08-28,24.67,161.73,50.32,216.1,98.76
2018-08-29,24.825,161.5,50.52,215.1,98.44
2018-08-30,24.899,162.76,50.24,216.06,98.49
2018-08-31,24.921999999999997,163.19,50.05,216.09,99.04
2018-09-03,24.968000000000004,163.3,49.895,215.94,98.86
2018-09-04,25.024,163.59,49.525,216.35,98.63
2018-09-05,24.75,162.66,48.955,216.32,98.64
2018-09-06,24.7,162.9,48.79,217.28,98.71
2018-09-07,24.805999999999997,162.89,48.79,217.08,98.96
2018-09-10,24.804000000000002,162.58,49.035,216.7,98.61
2018-09-11,24.851,162.38,49.01,216.46,98.39
2018-09-12,24.784000000000002,161.92,49.14,216.85,98.89
2018-09-13,24.695999999999998,161.41,49.12,216.89,98.54
2018-09-14,24.815,161.25,49.36,216.14,98.15
2018-09-17,24.677,160.76,49.355,215.79,98.45
2018-09-18,24.741999999999997,160.41,49.465,216.33,98.09
2018-09-19,24.805,160.35,49.65,215.99,98.63
2018-09-20,24.766,159.02,49.93,215.43,98.0
2018-09-21,24.85,159.07,50.25,216.02,97.4
2018-09-24,24.66,158.47,49.975,214.73,97.54
2018-09-25,24.689,158.43,50.24,214.48,97.66
2018-09-26,24.768,158.97,50.37,215.14,97.22
2018-09-27,24.93,160.19,50.52,215.31,96.94
2018-09-28,25.011,161.16,50.2,215.05,98.24
2018-10-01,25.221,161.49,50.26,214.04,98.1
2018-10-02,25.18,162.03,49.93,214.4,99.8
2018-10-03,25.355999999999998,161.85,50.34,213.99,99.44
2018-10-04,25.11,160.9,49.665,212.64,99.86
2018-10-05,24.974,160.89,49.245,211.94,99.83
2018-10-08,24.95,161.23,48.775,211.15,98.69
2018-10-09,25.074,161.39,48.935,211.14,99.1
2018-10-10,24.506,160.79,48.145,211.02,98.59
2018-10-11,23.765,161.11,47.205,211.16,100.72
2018-10-12,23.823,160.94,47.065,211.57,100.91
2018-10-15,23.814,160.59,47.145,210.99,101.23
2018-10-16,23.98,160.57,47.875,212.11,101.42
2018-10-17,24.134,161.18,47.69,212.14,101.71
2018-10-18,24.180999999999997,161.63,47.39,211.72,102.08
2018-10-19,24.15,161.62,47.505,211.54,102.1
2018-10-22,23.976999999999997,162.0,47.3,212.1,101.79
2018-10-23,23.5,162.67,46.51,212.66,102.73
2018-10-24,23.655,164.04,46.475,212.78,103.1
2018-10-25,23.655,164.07,46.69,213.05,103.36
2018-10-26,23.193,164.9,46.4,214.22,104.14
2018-10-29,23.346,164.45,46.76,214.32,103.24
2018-10-30,23.35,164.85,46.68,214.24,102.96
2018-10-31,23.916,164.95,47.56,213.95,102.85
2018-11-01,23.86,163.96,47.84,214.41,103.38
2018-11-02,23.743000000000002,163.46,47.85,213.79,103.45
2018-11-05,23.87,163.33,47.73,213.75,103.23
2018-11-06,23.978,162.83,47.6,213.26,102.73
2018-11-07,24.232,162.27,48.195,213.15,102.29
2018-11-08,24.531,162.42,48.27,212.46,102.59
2018-11-09,24.463,163.93,48.07,213.3,102.03
2018-11-12,24.265,166.06,47.645,213.62,102.31
2018-11-13,24.29,165.15,48.015,212.72,101.95
2018-11-14,23.915,165.48,47.63,212.37,101.58
2018-11-15,23.791999999999998,163.75,47.25,212.87,102.43
2018-11-16,23.884,162.48,47.14,212.49,102.33
2018-11-19,23.58,162.21,46.775,212.18,102.01
2018-11-20,23.253,163.11,46.3,211.76,102.64
2018-11-21,23.351,162.69,46.865,212.42,102.89
2018-11-22,22.997,162.88,46.865,212.6,102.85
2018-11-23,23.261999999999997,163.94,46.46,213.56,103.14
2018-11-26,23.41,163.65,47.25,213.88,103.09
2018-11-27,23.616,164.53,47.14,213.95,102.66
2018-11-28,23.809,164.61,47.15,214.08,102.87
2018-11-29,23.96,163.65,47.24,215.17,102.91
2018-11-30,24.168000000000003,164.81,47.13,215.7,103.03
2018-12-03,24.44,164.48,47.675,215.76,103.88
2018-12-04,24.331999999999997,165.23,47.265,216.98,104.3
2018-12-05,23.851999999999997,165.6,46.73,218.0,104.17
2018-12-06,23.059,166.23,45.355,217.82,104.37
2018-12-07,23.303,165.61,45.58,217.3,104.52
2018-12-10,22.769000000000002,166.56,44.81,218.86,104.84
2018-12-11,23.371,166.85,45.42,218.52,104.97
2018-12-12,23.531999999999996,165.79,46.18,219.01,104.82
2018-12-13,23.204,165.75,46.175,218.37,104.61
2018-12-14,23.084,167.2,45.865,218.27,104.89
2018-12-17,22.772,166.5,45.295,218.14,104.7
2018-12-18,22.337,166.78,44.88,219.0,104.91
2018-12-19,22.323,165.96,45.07,219.34,105.0
2018-12-20,21.641,166.7,44.44,220.38,105.36
2018-12-21,21.533,166.51,44.44,219.45,105.39
2018-12-27,21.273000000000003,166.93,43.455,220.05,106.69
2018-12-28,21.643,166.78,44.35,219.24,106.61
2019-01-02,21.936,169.13,44.56,221.07,108.27
2019-01-03,21.511,169.66,44.065,219.99,108.12
2019-01-04,21.915,168.61,45.25,218.66,107.57
2019-01-07,22.131999999999998,167.63,45.18,217.79,107.25
2019-01-08,22.241,167.35,45.66,217.42,107.08
2019-01-09,22.335,165.96,45.77,218.07,106.89
2019-01-10,22.342,166.29,46.02,218.87,106.9
2019-01-11,22.44,167.26,46.05,219.43,107.4
2019-01-14,22.430999999999997,167.23,45.79,219.97,107.44
2019-01-15,22.726999999999997,168.06,45.985,218.21,108.01
2019-01-16,22.901999999999997,167.87,46.2,219.84,108.45
2019-01-17,22.912,167.85,46.235,219.94,108.34
2019-01-18,23.404,167.81,47.06,219.95,107.92
2019-01-21,23.311999999999998,167.79,46.96,219.56,107.59
2019-01-22,23.201,168.13,46.76,220.43,107.73
2019-01-23,23.0,167.87,46.64,220.91,107.72
2019-01-24,23.12,168.99,46.83,223.14,108.07
2019-01-25,23.289,167.77,47.045,223.14,108.81
2019-01-28,22.935,167.21,46.625,222.81,108.77
2019-01-29,22.983,167.73,47.015,223.06,109.38
2019-01-30,23.21,167.69,47.175,223.43,109.61
2019-01-31,23.456,168.32,47.305,224.4,110.2
2019-02-01,23.544,167.66,47.46,223.18,109.66
2019-02-04,23.651999999999997,167.73,47.42,222.85,109.86
2019-02-05,23.86,168.5,48.18,222.88,110.06
2019-02-06,23.912,169.05,48.155,222.35,110.11
2019-02-07,23.623,169.74,47.56,222.8,110.23
2019-02-08,23.658,170.55,47.265,223.0,110.79
2019-02-11,23.951999999999998,170.88,47.635,222.41,110.84
2019-02-12,24.158,170.03,47.905,218.85,110.57
2019-02-13,24.291999999999998,170.44,48.18,223.05,111.15
2019-02-14,24.24,170.99,48.02,223.38,111.05
2019-02-15,24.491999999999997,170.99,48.7,223.36,111.49
2019-02-18,24.487,170.19,48.835,223.15,111.99
2019-02-19,24.433000000000003,170.61,48.76,223.5,112.74
2019-02-20,24.445999999999998,169.9,49.065,223.55,113.03
2019-02-21,24.414,169.68,48.95,223.55,112.17
2019-02-22,24.57,170.12,49.035,223.94,112.03
2019-02-25,24.706999999999997,169.82,49.18,223.59,111.64
2019-02-26,24.581,170.05,49.32,223.89,111.44
2019-02-27,24.43,169.41,49.22,222.48,110.88
2019-02-28,24.416999999999998,168.86,49.215,221.9,110.3
2019-03-01,24.5,168.54,49.405,221.54,109.36
2019-03-04,24.723000000000003,169.62,49.565,222.5,108.54
2019-03-05,24.658,169.77,49.735,222.43,108.53
2019-03-06,24.523000000000003,170.12,49.65,223.99,108.5
2019-03-07,24.467,172.24,49.525,226.16,109.36
2019-03-08,24.304000000000002,172.04,48.995,226.02,110.36
2019-03-11,24.680999999999997,172.25,49.39,226.12,109.88
2019-03-12,24.723000000000003,171.77,49.27,225.97,109.77
2019-03-13,24.865,171.53,49.67,225.57,110.45
2019-03-14,24.745,171.33,50.11,225.92,109.43
2019-03-15,24.85,171.46,50.44,225.88,109.79
2019-03-18,24.787,171.27,50.57,227.12,109.89
2019-03-19,24.991999999999997,170.85,50.84,226.36,109.86
2019-03-20,24.671,171.05,50.41,226.66,109.39
2019-03-21,24.953000000000003,172.2,50.38,228.81,109.71
2019-03-22,24.771,174.06,49.765,231.63,111.0
2019-03-25,24.643,173.88,49.55,231.38,111.53
2019-03-26,24.835,174.31,49.97,231.52,111.18
2019-03-27,24.75,175.47,50.09,233.3,111.16
2019-03-28,24.866999999999997,175.95,49.915,232.51,109.89
2019-03-29,25.064,175.52,50.27,231.95,110.17
2019-04-01,25.378,174.72,50.84,229.98,109.98
2019-04-02,25.483,175.4,51.05,230.49,110.12
2019-04-03,25.535999999999998,174.26,51.59,229.12,109.58
2019-04-04,25.525,174.54,51.46,229.71,109.63
