,ret,vola,sharpe,xesc,xspx,phau,csbgu7,csbgu3,ibtm,em13,em35,em57,em710,em1015,em15
0,0.0928581166901148,0.09824584837050607,0.8433752475487734,0.03102486721011991,0.5542928854192085,0.06826537315184894,0.19608168140102775,0.15033519281779495,,,,,,,
1,0.10584618086049023,0.11063584364988675,0.8663212363960524,0.0541424587684096,0.6587958004854761,0.023959635484766248,0.16512534822407696,,0.09797675703727093,,,,,,
2,0.09207778170162977,0.09435889745665087,0.8698467649999501,0.0007264772728976352,0.5782672405738039,0.173206869663921,0.13722125487887804,,,0.11057815761049947,,,,,
3,0.07231776816135294,0.06873546398840828,0.9066319559850844,0.032052278327302945,0.4076349377052821,0.06418127570339711,0.09163663157772235,,,,0.4044948766862955,,,,
4,0.07706198265476319,0.06630828708158495,1.0113665366178273,0.013026245836136626,0.40009013443566815,0.044547432713713864,0.09759695826166771,,,,,0.44473922875281374,,,
5,0.06514730953098803,0.04941811003477419,1.1159331972060922,0.010282524954256104,0.21669393839604026,0.02391843124339828,0.19551822831982182,,,,,,0.5535868770864835,,
6,0.0820369016875126,0.06789144907627905,1.061060010761826,0.05919581605682537,0.3441499568477772,0.0894949908605641,0.046742526281040676,,,,,,,0.4604167099537927,
7,0.10117745579112497,0.07855920213088487,1.160620949780234,0.02265720166783764,0.41450304104526986,0.01437205320160815,0.011825291658900164,,,,,,,,0.5366424124263841
8,0.09334216075937517,0.098223491974698,0.848495192787931,0.0001948022687185716,0.575957110691347,0.04578178964391703,,0.07778561614488116,0.30028068125113627,,,,,,
9,0.09775893768078305,0.10187675959780984,0.861422546488902,0.026922028526701745,0.6394903233417283,0.11598713777473903,,0.0848504306675009,,0.13275007968933003,,,,,
10,0.06849921462917084,0.06477175642773612,0.9031593067023994,0.028786023545793148,0.39053015271572933,0.02408600637845765,,0.06903653219989948,,,0.4875612851601204,,,,
11,0.0822619178523523,0.07293911901954507,0.9907155285627827,0.014445392122549052,0.4562136683255029,0.009105760979654022,,0.07334875788741294,,,,0.44688642068488105,,,
12,0.0843407115659734,0.06966844080025547,1.0670643796825263,0.026039773392727256,0.4176632766961853,0.03301683911109639,,0.06158093187664996,,,,,0.4616991789233411,,
13,0.08408319228245811,0.07172986741837971,1.0328081585645787,0.08425993889635221,0.35614573200526567,0.03204050399954812,,0.051166962149158925,,,,,,0.47638686294967514,
14,0.08728558133800171,0.07207021468559925,1.0723650772396627,0.09214936650044465,0.28527899817022817,0.012640774525047348,,0.09306802133884483,,,,,,,0.516862839465435
15,0.10285199386357395,0.10500582885346214,0.8842556158777707,0.011181823060630765,0.6678444182014556,0.18024135609452266,,,0.04701708228726868,0.09371532035612228,,,,,
16,0.0846793469830567,0.08037393317148736,0.9291488426194027,0.006759079410787068,0.5140670794070186,0.016166776742450286,,,0.12901939363852286,,0.3339876708012212,,,,
17,0.08531551972672809,0.07623026802017474,0.9880001957594514,0.009958623686477935,0.4750229095472797,0.030556837386812793,,,0.137943762243127,,,0.34651786713630256,,,
18,0.0770048480533106,0.059458896765986875,1.1269103817553567,0.0396575088067443,0.32006926767495014,0.004717803797603288,,,0.0853747089045337,,,,0.5501807108161687,,
19,0.09187043070606019,0.07261901190094437,1.1273966494853327,0.024062573480813053,0.4225678930690586,0.0379360675870623,,,0.022101195822206113,,,,,0.49333227004085983,
20,0.08875617141443216,0.07091252737735491,1.1106101323301873,0.01708863077664334,0.33017100582389514,0.08186810051956507,,,0.12633467692977626,,,,,,0.4445375859501203
21,0.07955591350126005,0.0762699061721399,0.9119706184543289,0.031417428883036676,0.4761596731288172,0.07935043017602189,,,,0.03940215060438634,0.37367031720773797,,,,
22,0.05738553509322411,0.04328776706654358,1.0946634188910989,0.00689169189999568,0.24327946159980907,0.01734418559486834,,,,0.12714933103213938,,0.6053353298731875,,,
23,0.06023767615113995,0.043925768370301786,1.1436948746719169,0.0028350988918910765,0.2426360096838496,0.05206456376180053,,,,0.23381027560713055,,,0.4686540520553282,,
24,0.06088456196811433,0.04653863127077413,1.0933832942368764,0.02519061356798628,0.22584291073587398,0.006984107966892899,,,,0.31479803105933885,,,,0.42718433666990807,
25,0.08818770151275471,0.06704767907451002,1.1661507540904554,0.0062639246112898665,0.30494693458688954,0.020726337777896085,,,,0.11559180002156644,,,,,0.5524710030023581
26,0.07709200677618934,0.06330190886619858,1.0598733589219547,0.008323435107510161,0.39633163351053446,0.04346728327491788,,,,,0.006596771300252059,0.5452808768067854,,,
27,0.06810887037111477,0.05078899722576079,1.1441232067019675,0.01055727574426562,0.28770302635852746,0.05452832166950793,,,,,0.21020696786253157,,0.4370044083651674,,
28,0.06727611639021525,0.0507697459744206,1.1281544804079335,0.013567138578924057,0.270411433227411,0.037494978226691976,,,,,0.32345597637830037,,,0.35507047358867255,
29,0.09748722363974575,0.07454082802413574,1.173681939935227,0.01972430735434333,0.40848035845074704,0.03624211685629617,,,,,0.07765082071311347,,,,0.4579023966255
30,0.06766212731202788,0.04828002999369639,1.1943266671449135,0.0045790356337529585,0.2320704530784316,0.07161768976378795,,,,,,0.048497334512400965,0.6432354870116266,,
31,0.08464376730794028,0.06324069565237102,1.1803122425827037,0.004357142499937576,0.36412238609024306,0.018624855633612478,,,,,,0.14560467814452466,,0.46729093763168233,
32,0.07902353247155466,0.05740118711331554,1.2024756968056338,0.017801670318139257,0.25656597317151353,0.0063544314306515585,,,,,,0.34015510263213844,,,0.3791228224475571
33,0.07694377495254551,0.05439355624653779,1.2307298800086555,0.0005038830876018587,0.29821132649379517,0.029100380845371216,,,,,,,0.5166056258825334,0.15557878369069833,
34,0.0863217948503014,0.06285370293622598,1.214276825149677,0.009300205510775714,0.332165791638079,0.07238572524699997,,,,,,,0.3028970403273679,,0.28325123727677737
35,0.096673030636512,0.07104179393316018,1.2200287441792153,0.0049037347766620765,0.38895901377031183,0.031048619585140054,,,,,,,,0.228995878057054,0.3460927538108321
36,0.10698420655064737,0.11023962742533733,0.8797581125383653,0.0016268899268376898,0.6823215729065681,,0.1875379890942129,0.05033984718776503,0.07817370088461613,,,,,,
